"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AFR","Africa","","","","","BWA","Botswana","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2002","2002","","AFR","Africa","","","","","BWA","Botswana","","7","7.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1997","1997","","AFR","Africa","","","","","BWA","Botswana","","5032","5032.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","AFR","Africa","","","","","BWA","Botswana","","478","478.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AFR","Africa","","","","","BWA","Botswana","","711","711.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AFR","Africa","","","","","BWA","Botswana","","1018","1018.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","AMR","Americas","","","","","BRA","Brazil","","10328","10328.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AMR","Americas","","","","","BRA","Brazil","","214","214.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AMR","Americas","","","","","BRA","Brazil","","68","68.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AMR","Americas","","","","","BRA","Brazil","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AMR","Americas","","","","","BRA","Brazil","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AMR","Americas","","","","","BRA","Brazil","","908","908.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AMR","Americas","","","","","BRA","Brazil","","7934","7934.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AMR","Americas","","","","","BRA","Brazil","","61435","61435.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AMR","Americas","","","","","BRA","Brazil","","75993","75993.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AMR","Americas","","","","","BRA","Brazil","","58259","58259.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","4","4.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","24","24.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","42","42.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","51","51.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","39","39.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","243","243.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","WPR","Western Pacific","","","","","BRN","Brunei Darussalam","","485","485.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","EUR","Europe","","","","","BGR","Bulgaria","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","EUR","Europe","","","","","BGR","Bulgaria","","22004","22004.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","EUR","Europe","","","","","BGR","Bulgaria","","3","3.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","EUR","Europe","","","","","BGR","Bulgaria","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","EUR","Europe","","","","","BGR","Bulgaria","","695","695.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","EUR","Europe","","","","","BGR","Bulgaria","","121","121.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","EUR","Europe","","","","","BGR","Bulgaria","","1560","1560.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","EUR","Europe","","","","","BGR","Bulgaria","","972","972.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","EUR","Europe","","","","","BGR","Bulgaria","","10763","10763.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","","","","BFA","Burkina Faso","","49","49.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","BFA","Burkina Faso","","2511","2511.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AFR","Africa","","","","","BFA","Burkina Faso","","395","395.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","","","","BFA","Burkina Faso","","4174","4174.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AFR","Africa","","","","","BFA","Burkina Faso","","5516","5516.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","AFR","Africa","","","","","BFA","Burkina Faso","","14445","14445.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AFR","Africa","","","","","BFA","Burkina Faso","","6590","6590.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","AFR","Africa","","","","","BFA","Burkina Faso","","30094","30094.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AFR","Africa","","","","","BFA","Burkina Faso","","20940","20940.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","AFR","Africa","","","","","BDI","Burundi","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","BDI","Burundi","","49","49.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","AFR","Africa","","","","","BDI","Burundi","","43","43.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","","","","BDI","Burundi","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","BDI","Burundi","","224","224.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1997","1997","","AFR","Africa","","","","","BDI","Burundi","","1273","1273.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","AFR","Africa","","","","","BDI","Burundi","","14782","14782.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AFR","Africa","","","","","BDI","Burundi","","33261","33261.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AFR","Africa","","","","","BDI","Burundi","","39631","39631.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1981","1981","","AFR","Africa","","","","","BDI","Burundi","","58970","58970.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AFR","Africa","","","","","CPV","Cabo Verde","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","AFR","Africa","","","","","CPV","Cabo Verde","","30","30.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AFR","Africa","","","","","CPV","Cabo Verde","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AFR","Africa","","","","","CPV","Cabo Verde","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","AFR","Africa","","","","","CPV","Cabo Verde","","49","49.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AFR","Africa","","","","","CPV","Cabo Verde","","1282","1282.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","","","","KHM","Cambodia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","","","","KHM","Cambodia","","15","15.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","","","","KHM","Cambodia","","264","264.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","","","","KHM","Cambodia","","653","653.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","WPR","Western Pacific","","","","","KHM","Cambodia","","1993","1993.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","WPR","Western Pacific","","","","","KHM","Cambodia","","2814","2814.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","WPR","Western Pacific","","","","","KHM","Cambodia","","9256","9256.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","WPR","Western Pacific","","","","","KHM","Cambodia","","9281","9281.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","WPR","Western Pacific","","","","","KHM","Cambodia","","32240","32240.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","","","","CMR","Cameroon","","712","712.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","CMR","Cameroon","","609","609.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","CMR","Cameroon","","240","240.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","CMR","Cameroon","","899","899.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","","","","CMR","Cameroon","","23934","23934.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","AFR","Africa","","","","","CMR","Cameroon","","1548","1548.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AFR","Africa","","","","","CMR","Cameroon","","27442","27442.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","","","","CMR","Cameroon","","16654","16654.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","CMR","Cameroon","","47178","47178.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","AMR","Americas","","","","","CAN","Canada","","11","11.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","AMR","Americas","","","","","CAN","Canada","","418","418.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","AMR","Americas","","","","","CAN","Canada","","101","101.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AMR","Americas","","","","","CAN","Canada","","6","6.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","AMR","Americas","","","","","CAN","Canada","","206","206.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","AMR","Americas","","","","","CAN","Canada","","12","12.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AMR","Americas","","","","","CAN","Canada","","6178","6178.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","AMR","Americas","","","","","CAN","Canada","","11145","11145.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AMR","Americas","","","","","CAN","Canada","","1064","1064.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","AMR","Americas","","","","","CAN","Canada","","13864","13864.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","AFR","Africa","","","","","CAF","Central African Republic","","210","210.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","CAF","Central African Republic","","141","141.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","","","","CAF","Central African Republic","","471","471.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","CAF","Central African Republic","","652","652.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","AFR","Africa","","","","","CAF","Central African Republic","","248","248.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","AFR","Africa","","","","","CAF","Central African Republic","","1694","1694.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AFR","Africa","","","","","CAF","Central African Republic","","1898","1898.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AFR","Africa","","","","","CAF","Central African Republic","","1785","1785.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","AFR","Africa","","","","","TCD","Chad","","1457","1457.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","AFR","Africa","","","","","TCD","Chad","","118","118.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","AFR","Africa","","","","","TCD","Chad","","165","165.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","AFR","Africa","","","","","TCD","Chad","","441","441.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2002","2002","","AFR","Africa","","","","","TCD","Chad","","7277","7277.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","AFR","Africa","","","","","TCD","Chad","","3546","3546.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","AFR","Africa","","","","","TCD","Chad","","12371","12371.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","AFR","Africa","","","","","TCD","Chad","","20894","20894.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AFR","Africa","","","","","TCD","Chad","","21182","21182.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","AFR","Africa","","","","","TCD","Chad","","6921","6921.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AFR","Africa","","","","","TCD","Chad","","1223","1223.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AMR","Americas","","","","","CHL","Chile","","9","9.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","AMR","Americas","","","","","CHL","Chile","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","AMR","Americas","","","","","CHL","Chile","","6","6.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","AMR","Americas","","","","","CHL","Chile","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AMR","Americas","","","","","CHL","Chile","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1997","1997","","AMR","Americas","","","","","CHL","Chile","","58","58.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","AMR","Americas","","","","","CHL","Chile","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AMR","Americas","","","","","CHL","Chile","","1958","1958.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AMR","Americas","","","","","CHL","Chile","","45079","45079.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AMR","Americas","","","","","CHL","Chile","","12563","12563.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1981","1981","","AMR","Americas","","","","","CHL","Chile","","6527","6527.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","WPR","Western Pacific","","","","","CHN","China","","3940","3940.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","","","","CHN","China","","9943","9943.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","","","","CHN","China","","52461","52461.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","","","","CHN","China","","58341","58341.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","","","","CHN","China","","71093","71093.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","","","","CHN","China","","53232","53232.00000","","","","",""
